code,lat,lng,population,x,y
24817,37.3518,-81.7987,1383,1493695.6187689474,4193263.3846156416
24818,37.5988,-81.6264,1109,1505661.1804110848,4222661.252625362
24822,37.6309,-81.6829,1086,1500212.000365843,4225626.359293401
24823,37.6696,-81.7284,317,1495652.4948078226,4229448.67309946
24826,37.2779,-81.6268,98,1510001.4531178302,4186875.8790453644
24827,37.7329,-81.6887,1058,1498307.2282943432,4236934.759683789
24828,37.4784,-81.6534,602,1504907.4780156915,4208943.752749837
24830,37.3354,-81.5393,160,1517010.7740793282,4194241.987654919
24831,37.3857,-81.4109,265,1527746.527638862,4201265.94947165
24834,37.5532,-81.6305,327,1505920.9627446388,4217532.492028798
24836,37.3658,-81.5544,522,1515249.7611696231,4197466.7864392055
24839,37.563,-81.8136,620,1489537.3594322181,4216649.417302599
24843,37.474,-81.6998,104,1500844.2026924277,4207950.788135062
24844,37.4499,-81.812,1585,1491197.8541775271,4204058.059175114
24845,37.5221,-81.8043,525,1490912.6174592045,4212189.452700035
24846,37.5301,-81.8882,316,1483356.5116847176,4212186.559663423
24847,37.5734,-81.4182,259,1524486.3218167825,4222117.341270394
24848,37.2937,-81.4259,82,1527686.350336588,4190839.318460931
24849,37.6608,-81.5628,278,1510449.3031815614,4230268.607177317
24850,37.3324,-81.8316,90,1491026.4741384685,4190749.2061643875
24851,37.5887,-81.8354,324,1487257.9912436977,4219281.304052618
24853,37.4421,-81.512,725,1517973.1533547835,4206440.043169445
24854,37.744,-81.575,860,1508221.3754973009,4239411.132544635
24855,37.4082,-81.4257,35,1526117.3068389297,4203611.332006848
24857,37.6982,-81.6771,1443,1499808.174725702,4233192.1412337255
24860,37.6624,-81.607,536,1506509.641940505,4229963.639626151
24861,37.3709,-81.3665,138,1531904.174052961,4200108.316012323
24862,37.5048,-81.9151,588,1481304.9891528822,4209080.957306732
24866,37.2637,-81.6187,434,1510916.285526094,4185380.3823673124
24867,37.5701,-81.4887,364,1518274.8191828313,4220969.77949148
24868,37.4194,-81.4058,917,1527731.9635278771,4205080.892290613
24869,37.5682,-81.8254,470,1488420.4029611177,4217102.906921589
24870,37.7407,-81.5831,1852,1507549.7489860444,4238954.53112589
24871,37.3493,-81.4654,540,1523399.4466762645,4196604.057107784
24872,37.4834,-81.896,799,1483286.1983389072,4206897.944675459
24873,37.3315,-81.8915,448,1485705.9324341249,4190012.100747741
24874,37.584,-81.5336,2069,1514098.006172155,4222025.757274551
24878,37.4223,-81.6437,382,1506533.403361632,4202793.910610414
24879,37.3244,-81.7614,399,1497383.7370578202,4190608.0240446897
24880,37.6179,-81.539,248,1513151.192125908,4225746.372956975
24881,37.4504,-81.7057,400,1500639.5945214452,4205255.82103991
24882,37.6197,-81.7586,501,1493651.7320060134,4223560.381575155
24884,37.2384,-81.6098,40,1512053.5982693364,4182655.8004797753
24887,37.3712,-81.3857,43,1530190.9494802118,4199928.363320284
24888,37.3687,-81.5165,127,1518583.2439941058,4198205.439130069
24892,37.3012,-81.6909,1271,1503974.926992638,4188779.995910059
24894,37.2929,-81.6971,470,1503534.7621515072,4187787.601357873
24895,37.3752,-81.6539,47,1506266.437283898,4197431.513512749
24898,37.5823,-81.6018,330,1508069.7372095152,4221089.731221656
24901,37.8083,-80.4407,9145,1607712.5877929695,4259652.59170282
24910,37.7371,-80.661,4519,1589274.2668252597,4249068.759060832
24915,38.4546,-79.7934,515,1654583.8019979082,4339839.378509924
24916,37.8313,-80.5747,412,1595502.5285291153,4260607.480125048
24918,37.498,-80.7614,1625,1583910.7851423821,4221204.888644427
24920,38.5513,-79.7952,269,1652849.2172337896,4350608.136022181
24924,38.186,-80.1345,465,1628898.400479118,4305557.605785175
24925,37.7807,-80.394,1042,1612269.5603358538,4257138.290044855
24927,38.388,-79.9906,369,1638346.2656259295,4329901.25291212
24931,37.9397,-80.6309,1508,1588900.175736858,4272031.023739105
24934,38.3636,-79.8556,489,1650598.9499809095,4328888.716034012
24935,37.5608,-80.8111,512,1578570.2787226513,4227629.628343122
24938,37.9154,-80.3353,1477,1615396.1818009398,4272885.165942086
24941,37.589,-80.3401,1000,1619982.366830325,4236397.745047657
24943,37.8268,-80.7209,115,1582632.0030392967,4258367.5156820845
24944,38.4097,-79.8015,448,1654603.549330148,4334724.533932278
24945,37.5435,-80.6826,400,1590241.2960718472,4227210.4877179405
24946,38.1109,-80.2641,1289,1618654.0122025055,4295574.012190687
24951,37.4817,-80.6203,1763,1596698.86367074,4221052.365457833
24954,38.2586,-80.1046,3079,1630384.2283949303,4314031.750078693
24957,37.8765,-80.4192,538,1608574.0046690204,4267523.492137104
24962,37.6621,-80.7202,104,1585142.6678648875,4240000.075210838
24963,37.4147,-80.7686,3697,1584496.2741851432,4211825.289410411
24966,37.9922,-80.3653,1201,1611562.2467801003,4281089.471395727
24970,37.7418,-80.4626,3976,1606784.6679360606,4251966.993157402
24974,37.6654,-80.454,203,1608707.3604047208,4243544.537605488
24976,37.6643,-80.5409,1008,1601014.7206749476,4242377.090971116
24977,37.8772,-80.668,465,1586558.9193301082,4264616.901584117
24981,37.6491,-80.7461,529,1583037.8417362126,4238244.3735007495
24983,37.5802,-80.5248,1756,1603710.7208945954,4233184.603795271
24984,37.4645,-80.4634,145,1610913.5410988673,4221008.868564144
24985,37.5937,-80.7458,299,1583884.1215566942,4232066.552777173
24986,37.7827,-80.3129,4529,1619422.5438736742,4258349.147321183
24991,37.9701,-80.4923,451,1600684.2116098409,4277084.023931069
24993,37.552,-80.5397,15,1602811.363960205,4229858.968934369
25002,38.1376,-81.2743,62,1529244.8732751268,4286638.297895683
25003,38.2868,-81.8051,2272,1480477.3390628835,4297414.300116938
25005,38.5687,-81.2657,241,1523807.2282530074,4334794.852328038
25007,37.8334,-81.4301,538,1519799.9007904711,4250976.815002977
25008,37.94,-81.3545,243,1524980.9537232365,4263705.297308878
25009,38.1823,-81.7113,1029,1490155.3873233374,4286782.557560361
25011,38.5086,-81.841,739,1474295.674813829,4321743.467050657
25015,38.2324,-81.5024,4043,1507831.5585088176,4294656.8113509165
25019,38.3729,-81.0868,538,1542329.4833059288,4315009.024073245
25021,37.9218,-81.6893,260,1495670.8086865274,4257985.790099855
25022,37.8784,-81.8279,87,1484019.842335823,4251653.460637955
25024,38.1412,-81.6367,455,1497287.2016433896,4283014.194116356
25025,38.3121,-81.4052,139,1515248.777348848,4304621.891559988
25028,37.9543,-81.7185,308,1492648.0975947822,4261291.866962126
25030,38.4498,-81.2323,394,1528449.5415429561,4321919.691907185
25031,38.1519,-81.2656,832,1529806.412757582,4288330.906013056
25033,38.6092,-81.95,2117,1463388.5447570197,4331785.323118104
25035,38.193,-81.4984,964,1508736.1165123028,4290309.201524225
25036,38.1943,-81.2959,318,1526533.489362551,4292716.174459358
25039,38.2212,-81.4279,921,1514540.21087975,4294235.697924326
25040,38.1237,-81.234,478,1532993.0355868356,4285544.216753655
25043,38.4764,-81.0696,1247,1542323.7369188485,4326746.469091236
25044,37.9162,-81.3443,221,1526218.1584216706,4261165.794861401
25045,38.4539,-81.3572,4770,1517442.1239095042,4320965.971179083
25047,37.9468,-81.8104,281,1484639.140244138,4259464.907444243
25048,37.9439,-81.4369,282,1517650.3835503515,4263221.391217017
25049,38.1372,-81.5962,705,1500907.976663669,4283011.700577527
25051,38.1591,-81.7092,170,1490659.2052780408,4284219.632821159
25053,38.0809,-81.834,4227,1480739.180646248,4274157.426749343
25054,38.1429,-81.4521,225,1513514.5997533419,4285237.840174632
25057,38.1268,-81.2637,264,1530332.7843249796,4285553.867815637
25059,38.2509,-81.1932,424,1534753.6760887431,4300189.698683072
25060,37.9622,-81.4968,207,1512106.4737662543,4264597.930818635
25061,38.2968,-81.5547,681,1502333.1876076055,4301257.39583034
25062,37.8749,-81.4412,165,1518237.5395778778,4255480.668282953
25063,38.5647,-80.9764,1417,1549186.203821905,4337669.762906389
25064,38.3683,-81.7425,9229,1484854.6036081477,4307173.106975291
25067,38.2099,-81.4381,913,1513802.6392197476,4292862.437607781
25070,38.5436,-81.9414,1873,1465031.1172184695,4324568.305298845
25071,38.4429,-81.4804,10505,1506799.3353044847,4318363.656588834
25075,38.0505,-81.4227,602,1517405.1289054845,4275263.9330899
25076,37.8665,-81.9123,279,1476723.266273744,4249426.442747822
25081,38.0908,-81.7659,1211,1486603.1687225918,4275993.540764062
25082,38.5517,-82.0111,1988,1458823.2880356451,4324730.344225493
25083,38.0704,-81.3625,475,1522430.6491020562,4278154.574721219
25085,38.1689,-81.196,650,1535689.4619708604,4291015.175764552
25086,38.2154,-81.4246,792,1514912.35806899,4293625.915472281
25088,38.3943,-81.2426,100,1528346.949837694,4315615.697386595
25090,38.1532,-81.2148,238,1534260.3053075015,4289051.099365925
25093,37.987,-81.6954,159,1494238.5431723495,4265187.230836956
25102,38.1879,-81.3657,265,1520483.1227650533,4291218.350760464
25103,38.207,-81.3929,358,1517819.385666509,4293043.296076488
25106,38.8265,-82.1364,518,1444189.3686576122,4354021.941478471
25107,38.1942,-81.613,552,1498638.1987178216,4289180.938772422
25108,37.9581,-81.8509,599,1480911.9401749428,4260290.275538142
25109,38.5329,-81.8612,527,1472195.1087246006,4324233.991156546
25110,38.2095,-81.3726,436,1519569.5641106414,4293549.076121728
25111,38.3498,-81.1269,480,1539145.9345542078,4311973.338948109
25112,38.3837,-81.7654,245,1482633.8414963027,4308641.250583607
25113,38.5357,-81.0348,763,1544501.2995842688,4333759.485900317
25114,37.9715,-81.8215,530,1483324.7782828514,4262098.734323147
25115,38.1426,-81.2065,77,1535143.5091908618,4287963.444822512
25118,38.1249,-81.3217,474,1525251.7051482229,4284688.431966263
25119,38.0407,-81.2701,367,1530998.7279679864,4275881.676496164
25121,37.9204,-81.9034,899,1476785.9078495,4255528.339240217
25123,38.7048,-81.9145,3287,1465188.2045740262,4342815.003330497
25124,38.62,-81.7678,1219,1479167.7077625296,4334946.325422876
25125,38.3366,-81.1633,878,1536141.441517084,4310085.386135703
25126,38.196,-81.3714,170,1519866.6788581046,4292057.519525263
25130,38.0444,-81.7938,3437,1484777.4471676077,4270521.3918058155
25132,38.2634,-81.3721,273,1518848.206674566,4299563.386393523
25133,38.4939,-81.1227,711,1537414.6581040449,4328087.006945329
25134,38.1523,-81.4479,494,1513752.0505362872,4286332.405795088
25136,38.1725,-81.3222,1366,1524530.0650800257,4289989.667167952
25139,38.1399,-81.2931,245,1527556.5657101357,4286682.683706488
25140,37.8676,-81.4873,939,1514265.1716779456,4254156.217826202
25141,38.6271,-81.0257,218,1543950.2755698864,4344054.646684927
25142,38.153,-81.7321,345,1488727.6811982323,4283291.4191246005
25143,38.4193,-81.8293,8792,1476542.3947435978,4311918.870089409
25148,38.0492,-81.5688,314,1504544.0288647753,4273503.198995077
25149,37.9587,-81.8165,245,1483939.4596612602,4260725.757463803
25152,38.0529,-81.2698,306,1530851.0872288612,4277245.354955392
25154,38.125,-81.7018,778,1491779.4318640502,4280499.351925306
25156,38.402,-81.4611,59,1509069.589748289,4314019.5160951065
25159,38.4791,-81.7838,4777,1479709.461345233,4319073.060981275
25160,38.2904,-81.2866,238,1525976.6242038058,4303534.845890688
25161,38.099,-81.324,489,1525417.485242589,4281774.975645496
25162,38.2101,-81.3851,483,1518461.555376518,4293476.085539498
25164,38.4912,-81.1989,1136,1530777.6453813976,4326914.834579489
25165,38.141,-81.6588,566,1495344.5394478766,4282750.65502277
25168,38.5463,-81.9045,2280,1468223.156164885,4325263.051935974
25169,38.1486,-81.7725,395,1485232.3652534252,4282364.192545357
25173,38.0973,-81.2488,304,1532067.4276227478,4282433.148784589
25174,37.8547,-81.4184,408,1520535.9140708896,4253481.728951706
25177,38.3774,-81.8305,22870,1477009.8664520471,4307236.997585199
25180,37.7901,-81.4346,103,1520007.7317738428,4246098.960661956
25181,38.0971,-81.6393,1503,1497668.0523602208,4278070.287323433
25183,37.9204,-81.8293,83,1483328.2492124788,4256319.701217387
25185,38.2379,-81.2334,1093,1531406.2298140214,4298283.6759519335
25186,38.1812,-81.3071,756,1525734.950301112,4291129.5066424
25187,38.712,-81.9966,690,1457923.7657814333,4342742.284259866
25193,38.0091,-81.5492,311,1506829.6588282867,4269248.560243418
25201,38.3334,-81.4943,111,1507123.8155105188,4306004.530463337
25202,38.3357,-81.8476,1445,1476078.4225991669,4302406.53717424
25203,38.0298,-81.8729,107,1478002.9896454455,4268046.0617823815
25204,37.926,-81.6141,166,1502253.3128365383,4259273.1422364265
25205,38.0357,-81.7807,246,1486050.6206035374,4269692.809820535
25206,37.9712,-81.7022,305,1493855.1915475603,4263352.291902567
25208,37.9034,-81.6773,779,1496982.8066296433,4256065.065822788
25209,37.9916,-81.5422,953,1507690.5378649007,4267374.741325675
25211,38.4662,-80.8573,109,1561083.920252304,4328078.003016183
25213,38.5072,-81.89,6214,1470024.82649833,4321061.719266902
25214,38.1852,-81.5587,477,1503540.268369065,4288774.093157124
25231,38.6104,-81.5587,78,1497582.4923235443,4336164.133905502
25234,38.8227,-81.1551,939,1529773.5896329228,4364367.592004483
25235,38.6686,-81.0944,983,1537333.2338267332,4347887.788107938
25239,38.8633,-81.8186,1674,1471373.6402161163,4361504.037754555
25241,38.8113,-81.7909,1668,1474506.3927031176,4356010.355481658
25243,38.7034,-81.4243,924,1508008.6304654689,4348022.283343215
25244,38.7706,-81.5532,680,1495803.5121027022,4354077.113238785
25245,38.707,-81.7223,916,1481937.2804265348,4345134.395366587
25247,39.004,-81.989,487,1454615.9145940307,4375350.140336173
25248,38.6232,-81.6217,2849,1491894.7711893,4336896.718048633
25251,38.6063,-81.2467,491,1524926.0077600577,4339201.577251049
25252,38.8888,-81.5326,1089,1495925.1093799593,4367476.310378109
25253,38.9311,-81.9751,1943,1456819.0223411932,4367377.886835897
25259,38.6641,-81.2822,770,1520986.6575989127,4345241.5834363215
25260,39.0064,-82.0282,1404,1451176.4190895348,4375200.967123277
25261,38.8015,-81.0962,254,1535221.6291999687,4362681.5724847205
25262,38.8962,-81.8248,771,1470379.0707781897,4365102.312495076
25264,38.8639,-81.8784,404,1466156.8675699166,4360926.578087994
25265,38.9863,-81.9652,1457,1456926.3745485619,4373632.175676735
25266,38.606,-81.1623,658,1532312.6168970275,4340130.159588605
25267,38.8802,-80.9419,658,1547505.5614392743,4373244.757923761
25268,38.7481,-81.0998,593,1535693.284088079,4356687.691624175
25270,38.8889,-81.4399,849,1503996.740939404,4368519.994241271
25271,38.809,-81.702,8893,1482288.0367951924,4356720.634939045
25275,38.9093,-81.6543,2087,1485039.4609732905,4368417.87188703
25276,38.7897,-81.3303,7226,1514974.3869636236,4358696.4591729455
25285,38.5432,-81.1114,703,1537684.0545321445,4333712.839731116
25286,38.6023,-81.3958,1407,1511942.8905399712,4337073.703835153
25287,38.9574,-82.0517,1376,1449798.3690619576,4369494.229916491
25301,38.349,-81.6306,2908,1494941.0011030245,4306241.467457795
25302,38.4015,-81.5841,14307,1498288.658373006,4312603.029275195
25303,38.3684,-81.6996,6946,1488617.1135043162,4307650.24443078
25304,38.3173,-81.5903,8466,1498920.3409956272,4303150.487283779
25305,38.3358,-81.6123,8,1496730.9823008284,4304970.866245681
25306,38.3175,-81.5274,6493,1504440.8893192033,4303865.924936654
25309,38.3684,-81.6996,13146,1488617.1135043162,4307650.24443078
25311,38.349,-81.5993,9487,1497688.1333301845,4306584.718734174
25312,38.4096,-81.6747,8823,1490230.6862322013,4312513.0670771515
25313,38.4142,-81.7582,12546,1482845.727783687,4312118.003762957
25314,38.3274,-81.669,14673,1491870.0538350213,4303414.417821018
25315,38.2351,-81.5536,3016,1503292.278464342,4294392.342657601
25320,38.5428,-81.6334,5447,1491995.3501981376,4327808.77323906
25387,38.3498,-81.6326,5215,1494754.3448660192,4306308.727790613
25401,39.4567,-77.9727,15086,1795592.2148521182,4476816.494805104
25403,39.5227,-77.9747,15316,1794160.8424452958,4484156.765354734
25404,39.4852,-77.8954,23034,1801737.7712283575,4481144.073953941
25405,39.4092,-77.9615,14294,1797467.112843105,4471677.601726568
25411,39.5526,-78.1877,12367,1775180.705626014,4484371.470873813
25413,39.3276,-78.0487,9299,1791456.961530361,4461280.468991215
25414,39.2771,-77.8563,19541,1809112.8885216436,4458483.7134664655
25419,39.5865,-77.8852,11781,1800675.2038398206,4492607.391105557
25420,39.378,-78.1141,4402,1784835.9414066833,4465950.604396258
25421,39.3813,-78.1435,31,1782226.0833298503,4465889.789373091
25422,39.5836,-78.3331,1634,1762038.4392042372,4485726.489222803
25425,39.3153,-77.7694,13389,1815921.387787054,4464047.535161665
25427,39.5214,-78.0912,16219,1784111.3201823498,4482297.461177611
25428,39.3701,-78.0242,12749,1792776.8463830636,4466386.685081092
25430,39.322,-77.9588,8343,1799361.1176038,4461979.0599545
25431,39.4976,-78.5508,322,1744811.4155019054,4473016.106406411
25432,39.294,-77.7858,100,1814908.3320663772,4461422.912468989
25434,39.4923,-78.4586,2382,1752882.191342759,4473735.79024323
25437,39.4401,-78.6103,519,1740713.1520742257,4465756.766210491
25438,39.2995,-77.8606,7090,1808310.8592877947,4460921.7642514
25442,39.3716,-77.8229,2080,1810197.7276237877,4469536.450881227
25443,39.4311,-77.8158,7852,1809668.2290091678,4476287.815022708
25444,39.3732,-78.5228,498,1749510.467085363,4459527.326614319
25446,39.2338,-77.9586,1373,1801054.650230058,4452130.993171094
25501,38.1609,-81.984,1092,1466454.8010719018,4281474.391363782
25502,38.6575,-82.1068,1062,1449035.84903228,4335507.558925869
25503,38.6032,-82.1123,807,1449281.8656062433,4329400.977825322
25504,38.3893,-82.296,12972,1436028.5250226515,4303664.32741194
25505,38.0043,-82.0401,376,1463603.6952092783,4263432.238631278
25506,38.2694,-82.2684,5019,1440018.4136500335,4290591.9992157165
25507,38.3965,-82.5588,1102,1412898.309666992,4301795.594433787
25508,37.9737,-82.0174,8930,1466012.612898308,4260261.202111716
25510,38.4198,-82.069,5191,1455524.2664758454,4309424.322481768
25511,38.0231,-82.4315,922,1428856.967209634,4261487.028906248
25512,38.1995,-82.3279,1066,1435701.1079085218,4282193.499469239
25514,38.1335,-82.5541,3950,1416655.0724361097,4272549.904618017
25515,38.765,-82.1535,2062,1443521.8879272318,4346992.608731246
25517,38.1321,-82.4183,1810,1428621.1051410884,4273763.315462976
25520,38.5909,-82.1773,1443,1443763.4818690438,4327350.990766476
25521,38.2197,-81.9995,1019,1464303.573372534,4287862.442320747
25523,38.2896,-82.1047,2620,1454127.991626755,4294543.6521680085
25524,38.0341,-82.1008,3437,1457857.8212171793,4266116.396094466
25526,38.4257,-81.9943,22578,1461992.3673766607,4310870.312057861
25529,38.1264,-81.8642,915,1477462.8591915322,4278904.670761301
25530,38.3569,-82.5255,5721,1416323.3033913723,4297719.704387786
25534,38.0915,-82.3274,174,1437145.6907738321,4270167.061584132
25535,38.3305,-82.4287,2249,1425153.4390588896,4295757.804254343
25537,38.477,-82.2957,1818,1434906.8455065675,4313436.507094268
25540,38.1762,-82.1788,285,1449116.0024914085,4281136.201883168
25541,38.414,-82.1458,9364,1448869.9962880402,4307973.154614533
25544,38.2198,-82.1351,48,1452382.8154291988,4286449.016763622
25545,38.4529,-82.2181,4682,1442019.9439994227,4311554.081236778
25547,37.9298,-81.9654,545,1471186.603653458,4255917.967927201
25550,38.8632,-82.1132,8432,1445717.6087086773,4358353.307546651
25555,38.23,-82.5753,2073,1413567.4470311983,4283086.109216451
25557,38.097,-82.1633,1320,1451522.4450045489,4272473.141036518
25559,38.3265,-82.247,2095,1441149.1558422248,4297173.949640459
25560,38.4501,-81.9005,9215,1469882.258195436,4314587.221921416
25564,38.2559,-81.891,1213,1473351.453817817,4293049.393828399
25565,38.1057,-82.0272,668,1463390.5686390216,4274867.243755245
25567,38.2312,-81.9115,894,1471884.1256106657,4290078.197367369
25570,38.2258,-82.4339,5898,1426044.9400382845,4284042.622195817
25571,38.2886,-82.1843,1999,1447151.626093429,4293601.638683941
25573,38.2193,-81.9568,798,1468062.5951970886,4288270.241646881
25601,37.8487,-81.9935,4642,1469785.880948017,4246582.873427412
25606,37.7687,-81.8371,1060,1484686.8466004794,4239327.610336094
25607,37.7959,-81.7833,846,1489078.9033361063,4242936.3907504985
25608,37.584,-81.9051,1000,1481137.956446976,4218015.379723174
25611,37.6907,-81.869,689,1482911.1827607714,4230292.775840462
25612,37.7662,-81.9876,219,1471404.2421380596,4237450.580573998
25617,37.7265,-81.8057,250,1488035.1883398271,4234959.963095004
25621,37.6366,-81.9501,2104,1476447.3665979337,4223401.814420486
25624,37.9023,-81.9882,396,1469540.5271577532,4252612.260717763
25625,37.83,-82.0585,1528,1464289.040378646,4243815.444305589
25628,37.7562,-81.8601,478,1482819.7986362004,4237688.599645507
25630,37.7957,-81.7148,523,1495140.7856197702,4243652.868516394
25632,37.7656,-81.9217,740,1477242.9166592462,4238080.827901136
25634,37.7307,-81.8379,1457,1485127.7858816315,4235083.371075802
25635,37.7357,-81.8754,1203,1481740.8903091513,4235240.470591089
25637,37.8415,-82.0087,983,1468538.2660361757,4245620.264061342
25638,37.7557,-81.9996,758,1470481.8613625015,4236153.873685146
25639,37.8752,-81.9826,579,1470396.1874522965,4249651.231981071
25644,37.7112,-81.9873,441,1472161.0090886876,4231323.854820992
25646,37.8303,-81.9639,677,1472647.0845383117,4244844.838270876
25647,37.7846,-81.9908,608,1470876.7117111976,4239467.5250377245
25649,37.8445,-82.0551,1273,1464397.8635543813,4245466.988077134
25650,37.6634,-81.8504,96,1484925.3577772884,4227448.079415381
25651,37.5554,-81.9657,969,1476141.4614049746,4214186.318060622
25652,37.8035,-82.0466,1472,1465691.3708701972,4240986.994355168
25653,37.8279,-81.9976,228,1469700.0549898515,4244221.5510183275
25654,37.7818,-81.892,139,1479653.6380703044,4240202.052830055
25661,37.6902,-82.2642,5162,1447917.3470789408,4226102.874635219
25666,37.9198,-82.2547,198,1445782.3163750875,4251783.793362682
25667,37.7047,-82.2739,545,1446871.2449541758,4227619.068393285
25669,37.9389,-82.4624,689,1427207.8216994307,4251794.650416726
25670,37.7189,-82.1931,3417,1453840.0360144554,4230033.471230633
25671,37.8703,-82.1951,1450,1451689.639220125,4246883.51301287
25672,37.7431,-82.108,266,1461055.6912449673,4233613.748354163
25674,37.8642,-82.3741,2656,1435957.8022688623,4244367.158631154
25676,37.799,-82.2868,1126,1444511.9999580977,4237994.256896707
25678,37.5903,-82.0652,1108,1466854.0114956954,4217031.382846091
25685,37.7898,-82.349,527,1439130.974342477,4236333.396594715
25688,37.6265,-82.1482,376,1459021.1234676107,4220201.461860915
25690,37.6898,-82.1244,489,1460302.5837068073,4227503.085979034
25692,37.6484,-82.1401,1231,1459453.1379130108,4222726.152160916
25696,37.6693,-82.1221,1290,1460774.6532492642,4225242.4247543905
25699,37.9537,-82.3276,130,1438910.3538338365,4254812.832805554
25701,38.4097,-82.4423,22342,1422939.500030497,4304441.356731261
25702,38.4286,-82.3911,7223,1427181.628590526,4307067.467211784
25703,38.4211,-82.4227,4950,1424509.8865842875,4305910.23450271
25704,38.3849,-82.5036,14975,1417885.2497368674,4301058.918703338
25705,38.4096,-82.369,20552,1429364.8778897896,4305176.800682191
25755,38.4221,-82.4317,1602,1423708.3442357618,4305930.133120339
25801,37.7932,-81.2061,31369,1540184.2083494691,4249006.357164502
25810,37.5893,-81.3507,80,1530254.6335543096,4224641.555518545
25811,37.5965,-81.3209,148,1532797.9299722938,4225777.575575991
25812,38.1369,-81.0955,1589,1545001.031375768,4288594.588374807
25813,37.7516,-81.0731,7017,1552555.4584383154,4245881.5657217065
25817,37.7673,-81.4156,514,1522008.2423102027,4243767.731330375
25818,37.8654,-81.194,486,1540222.734187034,4257195.197774911
25820,37.4841,-81.1111,450,1553024.9395920334,4215609.802193329
25823,37.679,-81.2104,1044,1541430.7922122024,4236221.613147189
25825,37.6655,-81.0933,2045,1552005.2301945777,4236047.063710648
25826,37.5729,-81.3565,345,1529969.8010224919,4222747.911935331
25827,37.7385,-81.2536,2077,1536757.5519828217,4242369.4964002315
25831,37.9567,-80.9379,1464,1561529.1975863827,4270316.6051369
25832,37.7256,-81.1087,4487,1549776.5554735325,4242574.566269958
25836,37.7792,-81.2635,813,1535303.3114422336,4246796.718161634
25837,38.0544,-81.0326,380,1551744.2043829667,4280117.634515485
25839,37.7815,-81.3632,974,1526446.7544724047,4245934.869420294
25840,38.064,-81.0943,7290,1546164.4103985128,4280479.131865931
25841,37.55,-81.128,536,1550581.4590745294,4222768.322929071
25843,37.6208,-81.1019,936,1551884.3640213415,4230962.98774243
25844,37.8251,-81.3858,1219,1523834.1296155406,4250544.299327496
25845,37.6959,-81.529,674,1512959.8198876777,4234553.107399499
25846,37.9265,-81.1501,124,1543225.6594215925,4264508.01425703
25848,37.7217,-81.429,329,1521459.4736701292,4238534.35390337
25849,37.7306,-81.2799,263,1534540.2365968386,4241192.3841066845
25851,37.8025,-81.2828,51,1533264.8009372859,4249177.735538331
25853,37.6375,-81.3138,224,1532850.6265632873,4230429.449438136
25854,38.1094,-80.9638,867,1557004.4762490173,4287046.635820909
25855,37.9429,-81.1509,340,1542919.0750000891,4266327.782939584
25857,37.6221,-81.2176,167,1541601.2522980883,4229794.221318654
25862,38.0869,-81.0588,244,1548961.1930964089,4283440.388360384
25864,37.8893,-80.9712,119,1559573.065337786,4262413.15896084
25865,37.7265,-81.3095,1649,1531976.4659114173,4240402.739259543
25866,38.0107,-81.1451,322,1542454.5858041546,4273954.611766335
25868,38.0654,-80.9684,408,1557244.3673103668,4282086.237945908
25870,37.6387,-81.394,215,1525721.5399139496,4229667.986816161
25871,37.77,-81.2103,922,1540143.405648639,4246371.506350407
25873,37.7517,-81.2148,582,1540005.8157605012,4244279.726585719
25875,37.6033,-81.54,567,1513263.92857668,4224107.488670662
25876,37.6429,-81.4568,67,1520094.3181442544,4229439.733970535
25878,37.7171,-81.24,1192,1538266.072988287,4240136.327573218
25879,37.9758,-81.115,203,1545614.5544715119,4270406.450372096
25880,37.8782,-81.2058,5340,1538996.5334420446,4258488.8159156935
25882,37.5842,-81.389,1746,1526927.1346559313,4223646.06117338
25901,37.9723,-81.1487,10338,1542690.1470937287,4269631.423301794
25902,37.593,-81.1872,362,1544712.4137671934,4226892.47040515
25904,37.911,-81.2648,675,1533314.881763002,4261479.392986054
25907,37.8532,-81.0817,120,1550327.6834296242,4257114.764070871
25908,37.6724,-81.2561,82,1537473.5141024543,4234969.734241569
25909,37.8381,-81.2004,494,1540047.2280114477,4254078.179566527
25911,37.7585,-81.1675,250,1544096.9910283377,4245574.30545129
25913,37.7141,-81.4895,284,1516206.64525756,4237017.458092193
25915,37.6254,-81.2749,275,1536471.5608657203,4229516.552838302
25916,37.6787,-81.5015,117,1515634.766200718,4232938.034777318
25917,37.9488,-81.1531,1887,1542639.9088224345,4266960.664840152
25918,37.7416,-81.0149,4517,1557854.7596778201,4245434.451562345
25920,37.6871,-81.334,211,1530361.3303873036,4235734.592411813
25921,37.7076,-81.2507,2663,1537452.9596883631,4238956.188249774
25922,37.4605,-81.1128,212,1553210.9990213558,4212957.857338503
25928,37.5798,-81.3339,405,1531878.9568060865,4223769.756045576
25932,37.7565,-81.3092,224,1531579.2671689321,4243751.5383825395
25936,37.9554,-81.0714,34,1549759.0945766766,4268630.818047262
25938,38.1402,-81.0322,1403,1550527.956044308,4289690.464980188
25942,38.0465,-80.9923,176,1555413.4751290136,4279701.767335029
25943,37.599,-81.3429,39,1530810.6622975948,4225810.392562198
25951,37.664,-80.8678,5024,1572023.542432574,4238481.547752272
25958,38.0023,-80.737,633,1578592.014070127,4277755.775807935
25962,37.9661,-80.7821,3273,1575149.3641328434,4273185.928689912
25966,37.6485,-80.8774,123,1571399.0965900128,4236640.546984498
25969,37.6188,-81.0018,1177,1560794.7942294797,4231887.27815078
